Category,Book Title,UPC,Price,ISBN_13,ISBN_10,ISBN_Source,ISBN_Status
Business,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,a2308a936e898d48,Â£36.91,9780061741654,0061741655,google_books,fallback_used
Nonfiction,Smarter Faster Better: The Secrets of Being Productive in Life and Business,a2475a245c9907c4,Â£38.89,9780679645429,067964542X,google_books,fallback_used
Suspense,Silence in the Dark (Logan Point #4),e46a164cf310fd7d,Â£58.33,9781493401727,1493401726,google_books,fallback_used
Christian Fiction,Shadows of the Past (Logan Point #1),bee6e93e9976f4fa,Â£39.67,9781441212269,1441212264,google_books,fallback_used
Sequential Art,Roller Girl,aeb51dfbe8aeec59,Â£14.10,9781416538554,1416538550,google_books,fallback_used
Nonfiction,Rising Strong,52fc458ffc756faf,Â£21.82,9780812995831,081299583X,google_books,fallback_used
Philosophy,Proofs of God: Classical Arguments from Tertullian to Barth,d56d0710668bb39c,Â£54.21,9781493403387,1493403389,google_books,fallback_used
Music,Please Kill Me: The Uncensored Oral History of Punk,4a823d80aa30dbb0,Â£31.19,9780394170930,0394170938,google_books,fallback_used
Young Adult,My Life Next Door (My Life Next Door ),9a7291b89bd5445c,Â£36.39,9781101575222,1101575220,google_books,fallback_used
Fiction,Miller's Valley,bff270fe9c86a5a9,Â£58.54,9781471158759,1471158756,google_books,fallback_used
Nonfiction,Man's Search for Meaning,4729afff3bea0f0a,Â£29.48,9780671023379,0671023373,google_books,fallback_used
Nonfiction,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",4d3a4c7b442a9a4e,Â£25.06,9780804140492,0804140499,google_books,fallback_used
Nonfiction,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,044534b0b28b4e87,Â£12.55,9781530582556,1530582555,google_books,fallback_used
Poetry,Les Fleurs du Mal,c44c5e1425475206,Â£29.04,9781678129668,1678129666,google_books,fallback_used
Default,Left Behind (Left Behind #1),29af1a2566c4e36e,Â£40.72,9781978837140,1978837143,google_books,fallback_used
Music,Kill 'Em and Leave: Searching for James Brown and the American Soul,39eefec3a8498dde,Â£45.05,9781474603669,1474603661,google_books,fallback_used
Philosophy,Kierkegaard: A Christian Missionary to Christians,0cf57cb49272fd37,Â£47.13,9780830899517,0830899510,google_books,fallback_used
Default,John Vassos: Industrial Design for Modern Life,bd26e8a79a856c31,Â£20.22,9781452951751,1452951756,google_books,fallback_used
Default,I'll Give You the Sun,0ab4b35dcffcffd1,Â£56.48,9781101593844,1101593849,google_books,fallback_used
Nonfiction,I Will Find You,bbf1ea50be8008ab,Â£44.21,9781312908505,1312908505,google_books,fallback_used
Fiction,Hystopia: A Novel,0bfdef63285d3019,Â£21.96,9780571330140,0571330142,google_books,fallback_used
Default,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,d48c1369927ebef1,Â£52.86,9780849949203,0849949203,google_books,fallback_used
Young Adult,Future Shock (Future Shock #1),df6a7c43faa6732b,Â£55.65,9780593159767,0593159764,google_books,fallback_used
Default,Ender's Game (The Ender Quintet #1),e049d44c4f1cf1b2,Â£43.64,9781497345744,149734574X,google_books,fallback_used
Science,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,0c11e2d068768dbb,Â£28.41,9781504082990,1504082990,google_books,fallback_used
Default,Death by Leisure: A Cautionary Tale,4dbd54d9e36c9566,Â£37.51,9781555849153,1555849156,google_books,fallback_used
History,Brilliant Beacons: A History of the American Lighthouse,7f5157bf53065d36,Â£11.45,9781631491535,1631491539,google_books,fallback_used
Nonfiction,Brazen: The Courage to Find the You That's Been Hiding,77e9ea355bd8ae57,Â£19.22,9781493401819,1493401815,google_books,fallback_used
Nonfiction,Between the World and Me,04e3de7ac35ec5cd,Â£56.91,9780679645986,0679645985,google_books,fallback_used
Nonfiction,Being Mortal: Medicine and What Matters in the End,15ebd83e53d0391b,Â£55.06,9781847657862,1847657869,google_books,fallback_used
Nonfiction,"A Murder Over a Girl: Justice, Gender, Junior High",fef91502cbacf23a,Â£13.20,9780451483454,0451483456,google_books,fallback_used
Food and Drink,32 Yolks,b1a227b7609ff263,Â£53.63,9780679644460,0679644466,google_books,fallback_used
History,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",f16c2edb2a603f92,Â£44.48,9780813943237,081394323X,google_books,fallback_used
Self Help,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,88ec621893e595d0,Â£12.08,9780762448319,0762448318,google_books,fallback_used
Default,Wildlife of New York: A Five-Borough Coloring Book,b46d022080543144,Â£22.14,9780789212559,0789212552,google_books,fallback_used
Mystery,What Happened on Beale Street (Secrets of the South Mysteries #2),9735c969c652dd89,Â£25.37,9780736961707,0736961704,google_books,fallback_used
Spirituality,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,48cb52d78c992487,Â£46.33,9780718038366,0718038363,google_books,fallback_used
Travel,Under the Tuscan Sun,a94350ee74deaa07,Â£37.33,9780767917452,0767917456,google_books,fallback_used
Humor,Toddlers Are A**holes: It's Not Your Fault,4242cc3d0437db12,Â£25.55,9780761185758,0761185755,google_books,fallback_used
Default,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,4a0b78598b42897a,Â£34.72,9781416553229,1416553223,google_books,fallback_used
Childrens,The Whale,0ff9d10864db8364,Â£35.96,9781532084805,1532084803,google_books,fallback_used
Art,The Story of Art,9147c5251cc99eb1,Â£41.14,9780134401997,0134401999,google_books,fallback_used
Science,The Origin of Species,0345872b14f9e774,Â£10.01,9780451616906,0451616901,google_books,fallback_used
Default,The Great Gatsby,a8dbf1c6b41b885a,Â£36.05,9780743246392,074324639X,google_books,fallback_used
Default,The Good Girl,f935412970c9f58f,Â£49.03,9780800719845,0800719840,google_books,fallback_used
Add a comment,The Glass Castle,47f4fd3e8e1dac05,Â£16.24,9781416544661,1416544666,google_books,fallback_used
Biography,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442,Â£39.55,9780718022181,0718022181,google_books,fallback_used
Add a comment,The Drowning Girls,7a10353c9c54cf7c,Â£35.67,9780887548475,0887548474,google_books,fallback_used
Historical Fiction,The Constant Princess (The Tudor Court #1),24933c712f0bca2f,Â£16.62,9781451682960,1451682964,google_books,fallback_used
Fiction,The Bourne Identity (Jason Bourne #1),d250657f0ebc5d73,Â£42.78,9781408221082,140822108X,google_books,fallback_used
Mystery,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),20789fb17b423c4c,Â£52.30,9780736966412,0736966412,google_books,fallback_used
Default,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5fbd03b1ac0a0e69,Â£33.17,9780743272452,0743272455,google_books,fallback_used
Add a comment,Team of Rivals: The Political Genius of Abraham Lincoln,ba047a636b7d3793,Â£20.12,9781451688092,1451688091,google_books,fallback_used
Default,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,8776181be110838a,Â£20.90,9786021606810,6021606817,google_books,fallback_used
Romance,"Sit, Stay, Love",bd087cf6a846db75,Â£20.90,9781761421495,1761421492,google_books,fallback_used
Fiction,Sister Dear,7ffebdd1d5148aef,Â£40.20,9780557024636,0557024633,google_books,fallback_used
Childrens,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",9639e89d20228e6e,Â£52.87,9780763669720,0763669725,google_books,fallback_used
Business,"Rich Dad, Poor Dad",8486f61aa81a3daa,Â£51.74,9780359727896,0359727891,google_books,fallback_used
Childrens,Raymie Nightingale,31c56c4d0fe19340,Â£34.41,9780763687083,0763687081,google_books,fallback_used
Young Adult,Nightstruck: A Novel,746029796363aa51,Â£50.35,9780804010818,0804010811,google_books,fallback_used
Food and Drink,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",924438fc6cbec836,Â£11.38,9780738218571,073821857X,google_books,fallback_used
Womens Fiction,Meternity,725cd8d23d78cdca,Â£43.58,9789221091998,9221091996,google_books,fallback_used
Fiction,Memoirs of a Geisha,dac4b5847454fd9b,Â£49.67,9780375406782,0375406786,google_books,fallback_used
Christian Fiction,Like Never Before (Walker Family #2),b6670507e85b30e6,Â£28.77,9781441229434,1441229434,google_books,fallback_used
Default,Life of Pi,40cdcbb7692fd408,Â£13.22,9781350295704,1350295701,google_books,fallback_used
Poetry,Leave This Song Behind: Teen Poetry at Its Best,b74ee891e2a6dd69,Â£51.17,9780757318962,0757318967,google_books,fallback_used
Fantasy,King's Folly (The Kinsman Chronicles #1),4c82371b8cd02d4d,Â£39.61,9781441229724,1441229728,google_books,fallback_used
Add a comment,John Adams,68407606544d6f22,Â£57.43,9781416575887,141657588X,google_books,fallback_used
Food and Drink,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),2a9fcb3382d351c8,Â£46.01,9781118455647,1118455649,google_books,fallback_used
Food and Drink,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,eff5710404e2ff78,Â£28.25,9781448137596,1448137594,google_books,fallback_used
Add a comment,Good in Bed (Cannie Shapiro #1),c00bc29a678a6efb,Â£37.05,9781982158415,1982158417,google_books,fallback_used
Sequential Art,"Fruits Basket, Vol. 7 (Fruits Basket #7)",de6d7645f192d517,Â£19.57,9781975358396,1975358392,google_books,fallback_used
Nonfiction,For the Love: Fighting for Grace in a World of Impossible Standards,2e40333991f56f45,Â£45.13,9780718037840,0718037847,google_books,fallback_used
Nonfiction,Finding God in the Ruins: How God Redeems Pain,4e78f06160b717ac,Â£46.64,9780781413831,0781413834,google_books,fallback_used
Fantasy,Every Heart a Doorway (Every Heart A Doorway #1),4fa75fc6829431ca,Â£12.16,9781933495408,1933495405,google_books,fallback_used
Mystery,Delivering the Truth (Quaker Midwife Mystery #1),4e980425468708da,Â£20.89,9780738747859,0738747858,google_books,fallback_used
Christian Fiction,Counted With the Stars (Out from Egypt #1),4807043b8218e9ce,Â£17.97,9781441229410,1441229418,google_books,fallback_used
Music,"Chronicles, Vol. 1",4781b6bfd6f7a2c5,Â£52.60,9780743272582,0743272587,google_books,fallback_used
Christian,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,a322361a37a78d3d,Â£25.77,9781400204595,1400204593,google_books,fallback_used
Biography,Benjamin Franklin: An American Life,5b546a46a86a9d8c,Â£48.19,9780684807614,0684807610,google_books,fallback_used
Philosophy,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",6b52904b2ab91bf6,Â£29.93,9781527528444,1527528448,google_books,fallback_used
Travel,A Summer In Europe,cc1936a9f4e93477,Â£44.34,9781409044024,1409044025,google_books,fallback_used
History,A Short History of Nearly Everything,6c7fa6844380f50a,Â£52.40,9780767916417,0767916417,google_books,fallback_used
Fantasy,A Gathering of Shadows (Shades of Magic #2),d1378a0ad06ff979,Â£44.81,9781250222060,1250222060,google_books,fallback_used
Default,The Sound Of Love,5ba3d703d1ae0c1d,Â£57.84,9784596071446,4596071446,google_books,fallback_used
History,The Rise and Fall of the Third Reich: A History of Nazi Germany,774fa432bd7d9c47,Â£39.67,9780671728687,0671728687,google_books,fallback_used
Mystery,The Mysterious Affair at Styles (Hercule Poirot #1),2da5edf8b5776c9a,Â£24.80,9780486296951,0486296954,google_books,fallback_used
Nonfiction,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,60376aa71be66083,Â£59.45,9780684853949,0684853949,google_books,fallback_used
Default,The Makings of a Fatherless Child,2efa5a839e62b1bd,Â£31.58,9780786455645,0786455640,google_books,fallback_used
Add a comment,The Joy of Cooking,d326e189b1210916,Â£43.27,9780026045704,0026045702,google_books,fallback_used
Historical Fiction,The Invention of Wings,e6635f5b0a2c78db,Â£37.34,9781523985609,1523985607,google_books,fallback_used
Default,The Hobbit (Middle-Earth Universe),72b5355dda190b6a,Â£17.80,9781476642246,1476642249,google_books,fallback_used
Travel,The Great Railway Bazaar,48736df57e7bec9f,Â£30.54,9780547525150,054752515X,google_books,fallback_used
Add a comment,The Golden Compass (His Dark Materials #1),d33824cb93ecab6f,Â£18.77,9780375838309,0375838309,google_books,fallback_used
Add a comment,The God Delusion,2bc80eba94950873,Â£46.85,9781409091585,1409091589,google_books,fallback_used
Historical,The Girl You Left Behind (The Girl You Left Behind #1),eb7459e0c570251d,Â£15.79,9781101638163,1101638168,google_books,fallback_used
Default,The Fellowship of the Ring (The Lord of the Rings #1),cb17945cb90b7837,Â£10.27,9780345339706,0345339703,google_books,fallback_used
Poetry,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),3d250ab0f12be445,Â£15.42,9781451603057,1451603053,google_books,fallback_used
Food and Drink,The Barefoot Contessa Cookbook,6478ccb4416e6a5d,Â£59.92,9780307885500,030788550X,google_books,fallback_used
Young Adult,Tell the Wolves I'm Home,2a1b3d967cda1da2,Â£50.96,9780812992922,081299292X,google_books,fallback_used
Add a comment,Pride and Prejudice,720c36b2bee4692e,Â£19.27,9786028579544,6028579548,google_books,fallback_used
Default,Musicophilia: Tales of Music and the Brain,6d235933670503d9,Â£46.58,9780307267917,0307267911,google_books,fallback_used
Fiction,Me Before You (Me Before You #1),7a2b51f69e81c722,Â£19.02,9781524705923,1524705926,google_books,fallback_used
Mystery,In the Woods (Dublin Murder Squad #1),6958de044cb28a84,Â£38.38,9780143113492,0143113496,google_books,fallback_used
Nonfiction,In Cold Blood,fe0f34ebed689381,Â£49.98,9781412848183,1412848180,google_books,fallback_used
Self Help,How to Stop Worrying and Start Living,e792c0969cefe1b8,Â£46.49,9780671349004,0671349007,google_books,fallback_used
Nonfiction,"Girl, Interrupted",384c7d41d5ffe9d1,Â£42.14,9780804151115,0804151113,google_books,fallback_used
Add a comment,Fun Home: A Family Tragicomic,56a34d0cec11d6b0,Â£56.59,9780618871711,0618871713,google_books,fallback_used
Sequential Art,"Fruits Basket, Vol. 6 (Fruits Basket #6)",97258f576d4bb672,Â£20.96,9781975358372,1975358376,google_books,fallback_used
Fiction,Deception Point,4e3b183180e2a992,Â£40.32,9781982122355,1982122358,google_books,fallback_used
Sequential Art,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",6e06d0f00f6da20f,Â£36.39,9781421506272,1421506270,google_books,fallback_used
History,Catherine the Great: Portrait of a Woman,f3c70d296ec796c4,Â£58.55,9780679456728,0679456724,google_books,fallback_used
Food and Drink,Better Homes and Gardens New Cook Book,faf841f81c52638b,Â£39.61,9780696224034,0696224038,google_books,fallback_used
Psychology,An Unquiet Mind: A Memoir of Moods and Madness,46cb43c2ab133ccc,Â£21.30,9781447275299,1447275292,google_books,fallback_used
Travel,A Year in Provence (Provence #1),9e60929f521fa280,Â£56.88,9780141938325,0141938323,google_books,fallback_used
Historical Fiction,World Without End (The Pillars of the Earth #2),2e5b4ff08a75fd02,Â£32.97,9781447220022,1447220021,google_books,fallback_used
Young Adult,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",e75f3ae1da1cc652,Â£47.31,9780141346120,0141346124,google_books,fallback_used
Nonfiction,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,759ee7d059b1beb8,Â£48.67,9780198714729,0198714726,google_books,fallback_used
Young Adult,Where She Went (If I Stay #2),60369d96b7b80869,Â£41.73,9781500929336,1500929336,google_books,fallback_used
Default,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,163d89116179c33f,Â£53.68,9781848549593,1848549598,google_books,fallback_used
Young Adult,Two Summers,3a7d54a264d9f33e,Â£14.64,9781514437858,1514437856,google_books,fallback_used
Music,This Is Your Brain on Music: The Science of a Human Obsession,bc209a900101f28d,Â£38.40,9781101218914,1101218916,google_books,fallback_used
Classics,The Secret Garden,abbb492978ff656d,Â£15.08,9780486280240,0486280241,google_books,fallback_used
Add a comment,The Raven King (The Raven Cycle #4),2e4fc5eacceec12c,Â£30.57,9780545860352,0545860350,google_books,fallback_used
Fantasy,The Raven Boys (The Raven Cycle #1),e0b3a679b83caccc,Â£57.74,9780593621189,0593621182,google_books,fallback_used
Food and Drink,The Power Greens Cookbook: 140 Delicious Superfood Recipes,f701fae56b645ef7,Â£11.05,9780553393088,0553393081,google_books,fallback_used
Classics,The Metamorphosis,93379e3a2072a01b,Â£28.58,9780812985191,0812985192,google_books,fallback_used
History,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,0d210d2448c3018f,Â£42.91,9780698184725,0698184726,google_books,fallback_used
Fiction,The Little Paris Bookshop,dfd9ff1f343cdaff,Â£24.73,9780349140360,0349140367,google_books,fallback_used
History,The Hiding Place,c4589ee5977a47be,Â£55.91,9780800794057,0800794052,google_books,fallback_used
Science,The Grand Design,3213b1f13f5f0f7c,Â£13.76,9780553907070,0553907077,google_books,fallback_used
Default,The Fault in Our Stars,3661360c99719414,Â£47.22,9780141345642,0141345640,google_books,fallback_used
Fantasy,The False Prince (The Ascendance Trilogy #1),a2a9f76339d21ab1,Â£56.00,9780545284134,0545284139,google_books,fallback_used
Fiction,The Expatriates,fe7210553d56c097,Â£44.58,9781408706862,1408706865,google_books,fallback_used
Default,The Dream Thieves (The Raven Cycle #2),fec06f52054ea900,Â£34.50,9781407139135,1407139134,google_books,fallback_used
Young Adult,The Darkest Corners,c4182bdb53e2459a,Â£11.33,9780957585065,0957585063,google_books,fallback_used
Poetry,The Crossover,b228042c088b1913,Â£38.77,9780544107717,0544107713,google_books,fallback_used
Default,The 5th Wave (The 5th Wave #1),b716233fcb6877e6,Â£11.83,9781984814234,1984814230,google_books,fallback_used
Fantasy,Tell the Wind and Fire,84126312e2431a09,Â£45.51,9781462869336,1462869335,google_books,fallback_used
Young Adult,Tell Me Three Things,50d5a7b861ed1c54,Â£41.81,9780553535662,0553535668,google_books,fallback_used
Nonfiction,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,1dba84766a5e87b8,Â£25.15,9781101437209,1101437200,google_books,fallback_used
Fiction,Siddhartha,84bb29c53592ac40,Â£34.22,9780307423696,0307423697,google_books,fallback_used
Default,Shiver (The Wolves of Mercy Falls #1),59a8ae019b64f2a7,Â£16.23,9780545259088,0545259088,google_books,fallback_used
Horror,Red Dragon (Hannibal Lecter #1),e958ae92f328c181,Â£23.37,9780593441329,059344132X,google_books,fallback_used
Science,Peak: Secrets from the New Science of Expertise,6036239d2ab349b7,Â£16.28,9780544456235,0544456238,google_books,fallback_used
Nonfiction,My Mother Was Nuts,a4ce39a3720cd679,Â£31.63,9780547892627,0547892624,google_books,fallback_used
Food and Drink,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,12a90b90283b2e6d,Â£24.91,9780544557253,0544557255,google_books,fallback_used
Childrens,Maybe Something Beautiful: How Art Transformed a Neighborhood,81c68492ccd72941,Â£22.54,9780544866638,0544866630,google_books,fallback_used
Young Adult,Lola and the Boy Next Door (Anna and the French Kiss #2),5e1a88d248599768,Â£23.63,9780142422014,0142422010,google_books,fallback_used
Academic,Logan Kade (Fallen Crest High #5.5),7093cf549cd2e7de,Â£13.12,9781524257774,152425777X,google_books,fallback_used
Fiction,Last One Home (New Beginnings #1),07e6810fd3236bda,Â£59.98,9781473506626,147350662X,google_books,fallback_used
Thriller,Killing Floor (Jack Reacher #1),8dde2ff3f6fcc0a3,Â£31.49,9781101147054,1101147059,google_books,fallback_used
Young Adult,Kill the Boy Band,44f545727e704187,Â£15.52,9781509804528,1509804528,google_books,fallback_used
Young Adult,Isla and the Happily Ever After (Anna and the French Kiss #3),45045146dbf7b009,Â£48.13,9780142426265,0142426261,google_books,fallback_used
Default,If I Stay (If I Stay #1),7284d85428305f5a,Â£38.13,9798895262832,,google_books,fallback_used
Default,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),d219d4e325e6f204,Â£36.55,9780748122349,0748122346,google_books,fallback_used
Default,Harry Potter and the Deathly Hallows (Harry Potter #7),6c49258724f11770,Â£23.32,9780747591085,0747591083,google_books,fallback_used
Sequential Art,"Fruits Basket, Vol. 5 (Fruits Basket #5)",3fd83dcf37bf1bc0,Â£16.33,9781975358358,197535835X,google_books,fallback_used
Default,Fool Me Once,630e766f0a1987dd,Â£16.96,9780987740533,0987740539,google_books,fallback_used
Add a comment,Find Her (Detective D.D. Warren #8),b28c7d07afa7063b,Â£22.37,9780698404229,069840422X,google_books,fallback_used
Add a comment,Evicted: Poverty and Profit in the American City,75cc85cdbe9ad46b,Â£42.27,9780553447446,0553447440,google_books,fallback_used
Default,Drama,d5ad4c92d8bf26c9,Â£38.70,9780761933267,0761933263,google_books,fallback_used
Horror,Dracula the Un-Dead,e46b1074b99ac4b6,Â£35.63,9781101148716,1101148713,google_books,fallback_used
Fiction,Digital Fortress,94bb629a3f6dd00b,Â£58.00,9789386454171,9386454173,google_books,fallback_used
Sequential Art,"Death Note, Vol. 5: Whiteout (Death Note #5)",1c0a38899c82b60a,Â£52.41,9781421544823,1421544822,google_books,fallback_used
Nonfiction,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",bcf567421c581f0a,Â£32.35,9781101609712,1101609710,google_books,fallback_used
Philosophy,Critique of Pure Reason,429b4a811bef386c,Â£20.75,9780521657297,0521657296,google_books,fallback_used
Default,"Blue Lily, Lily Blue (The Raven Cycle #3)",ad5e078beceaeb4a,Â£34.13,9781407143224,1407143220,google_books,fallback_used
Autobiography,Approval Junkie: Adventures in Caring Too Much,612369a5947a012e,Â£58.81,9781789732894,1789732891,google_books,fallback_used
Young Adult,An Abundance of Katherines,f36d24c309e87e5b,Â£10.00,9781440629792,144062979X,google_books,fallback_used
History,America's War for the Greater Middle East: A Military History,add33db6ff80db24,Â£51.22,9780553393941,0553393944,google_books,fallback_used
Default,Alight (The Generations Trilogy #2),d9290e99f189ce84,Â£58.59,9780553393163,0553393162,google_books,fallback_used
Romance,A Girl's Guide to Moving On (New Beginnings #2),cf3b86489890b9f2,Â£31.30,9781473506640,1473506646,google_books,fallback_used
Add a comment,A Game of Thrones (A Song of Ice and Fire #1),03cbb67c0f990d87,Â£46.42,9780553897845,0553897845,google_books,fallback_used
Fantasy,A Feast for Crows (A Song of Ice and Fire #4),f2c8f4b4c94d5c5c,Â£17.21,9780553900323,0553900323,google_books,fallback_used
Add a comment,A Clash of Kings (A Song of Ice and Fire #2),89a89e76f3516357,Â£10.79,9780553897852,0553897853,google_books,fallback_used
Default,Vogue Colors A to Z: A Fashion Coloring Book,a8f4577a48023344,Â£52.35,9780451493828,0451493826,google_books,fallback_used
Default,The Shining (The Shining #1),d4de23aa98acc65b,Â£27.88,9781536005844,1536005843,google_books,fallback_used
Romance,The Perfect Play (Play by Play #1),9cc207168a03470d,Â£59.99,9780557005475,0557005477,google_books,fallback_used
Historical Fiction,The Passion of Dolssa,011674f4a3834b8d,Â£28.32,9780606403764,0606403760,google_books,fallback_used
Nonfiction,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,6a57286a8890d8c5,Â£38.71,9780465098507,0465098509,google_books,fallback_used
Default,The Hunger Games (The Hunger Games #1),6d2f70d9424f41a1,Â£29.85,9780545229937,0545229936,google_books,fallback_used
Classics,The Hound of the Baskervilles (Sherlock Holmes #5),6587f46697fc4443,Â£14.82,9780755387618,0755387619,google_books,fallback_used
Nonfiction,The Gunning of America: Business and the Making of American Gun Culture,45033bdf3d9ed158,Â£16.81,9780465098569,0465098568,google_books,fallback_used
Nonfiction,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,c65ee14957c0fa5c,Â£28.23,9781448168484,1448168481,google_books,fallback_used
Fantasy,The Demonists (Demonist #1),ff2dffba388d9922,Â£52.11,9780698185517,069818551X,google_books,fallback_used
Sequential Art,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",df53c2948b32bde3,Â£27.88,9781421589091,1421589095,google_books,fallback_used
Thriller,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),9c4d061c1e2fe6bf,Â£59.71,9780698148680,0698148681,google_books,fallback_used
Fantasy,The Beast (Black Dagger Brotherhood #14),8930013d06942df1,Â£46.08,9780698192973,0698192974,google_books,fallback_used
Womens Fiction,Some Women,31f5bbf4974d29c9,Â£13.73,9780195393347,0195393341,google_books,fallback_used
Womens Fiction,Shopaholic Ties the Knot (Shopaholic #3),38199c5d7da0c0ef,Â£48.39,9780440334422,044033442X,google_books,fallback_used
Fantasy,Paper and Fire (The Great Library #2),ae884ac655d6ee3e,Â£49.45,9780605962743,060596274X,google_books,fallback_used
Default,Outlander (Outlander #1),5de4baa88061a77a,Â£19.67,9781476624877,1476624879,google_books,fallback_used
Music,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",2ba5ccc84d35006c,Â£12.36,9780399584152,0399584153,google_books,fallback_used
Music,No One Here Gets Out Alive,3a95f5a2df4ff921,Â£20.02,9781538714799,1538714795,google_books,fallback_used
Horror,Needful Things,70b585c9d0f15725,Â£47.51,9781501143786,1501143786,google_books,fallback_used
Default,Mockingjay (The Hunger Games #3),5212c6acea3359e5,Â£20.44,9780545788298,0545788293,google_books,fallback_used
Horror,It,670a2773607d785d,Â£25.01,9781105994418,1105994414,google_books,fallback_used
Default,Harry Potter and the Sorcerer's Stone (Harry Potter #1),ac337893a9fe0085,Â£13.90,9780545919661,0545919665,google_books,fallback_used
Fantasy,Harry Potter and the Order of the Phoenix (Harry Potter #5),5a6b7155f2797537,Â£31.63,9781781100530,1781100535,google_books,fallback_used
Fantasy,Harry Potter and the Half-Blood Prince (Harry Potter #6),73f4f87dd936ee5c,Â£48.75,9780758744265,0758744269,google_books,fallback_used
Fantasy,Harry Potter and the Chamber of Secrets (Harry Potter #2),c7c4f55b7321cba7,Â£14.74,9780786222735,0786222735,google_books,fallback_used
Nonfiction,God Is Not Great: How Religion Poisons Everything,ddbc5530d2939d49,Â£27.80,9780857897152,0857897152,google_books,fallback_used
Historical Fiction,Girl With a Pearl Earring,5eff05e59f905a49,Â£26.77,9781101219478,1101219475,google_books,fallback_used
Sequential Art,"Fruits Basket, Vol. 4 (Fruits Basket #4)",8fff1084aa085a13,Â£50.44,9781975358334,1975358333,google_books,fallback_used
Thriller,Far From True (Promise Falls Trilogy #2),ad15a9a139919918,Â£34.93,9781409146513,1409146510,google_books,fallback_used
Romance,Dark Lover (Black Dagger Brotherhood #1),2b69d289279aabfd,Â£12.87,9781101128435,1101128437,google_books,fallback_used
Default,Confessions of a Shopaholic (Shopaholic #1),a2dc754afb69bb32,Â£48.94,9780440334453,0440334454,google_books,fallback_used
Romance,Changing the Game (Play by Play #2),aaebac5fda798b1b,Â£13.38,9781137318411,1137318414,google_books,fallback_used
Classics,Candide,2798974abc8a58a8,Â£58.63,9783961892341,3961892342,google_books,fallback_used
Womens Fiction,Can You Keep a Secret?,0812f54c93d726ce,Â£21.94,9781462808779,1462808778,google_books,fallback_used
Fiction,Atlas Shrugged,78a4ac98191ac675,Â£26.58,9781317176558,1317176553,google_books,fallback_used
Classics,Animal Farm,1451b55e5e56bb89,Â£57.22,9783988830548,3988830542,google_books,fallback_used
Romance,A Walk to Remember,aead11697d14ea36,Â£56.43,9780470460252,0470460253,google_books,fallback_used
Spirituality,A New Earth: Awakening to Your Life's Purpose,f6ae39568db1130e,Â£55.65,9781101010891,1101010894,google_books,fallback_used
Horror,'Salem's Lot,6e9403f00acd6752,Â£49.56,9798217007134,,google_books,fallback_used
Default,Zero History (Blue Ant #3),634b7165c96ebb9f,Â£34.77,9781101443316,1101443316,google_books,fallback_used
Classics,Wuthering Heights,5a7ff9aaa3168878,Â£17.73,9781621074564,1621074560,google_books,fallback_used
