book_id,title,price,adjusted_price,price_change_pct,similarity_score,availability,demand_level,stock_level,profit_or_loss
510,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,55.4,-0.05,0.0089,12,Low,Medium Stock,Loss
511,Eleanor & Park,56.51,53.68,-0.05,0.0133,12,Low,Medium Stock,Loss
512,Troublemaker: Surviving Hollywood and Scientology,48.39,48.39,0.0,0.0268,11,Medium,Medium Stock,Neutral
513,Adultery,20.88,20.88,0.0,0.0473,11,Medium,Medium Stock,Neutral
514,Unlimited Intuition Now,58.87,61.81,0.05,0.0437,9,Medium,Low Stock,Profit
515,Underlying Notes,11.82,11.23,-0.05,0.0,9,Low,Low Stock,Loss
516,The New Brand You: Your New Image Makes the Sale for You,44.05,52.86,0.2,0.0628,9,High,Low Stock,Profit
517,The Flowers Lied,16.68,17.51,0.05,0.0246,9,Medium,Low Stock,Profit
518,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,10.93,0.05,0.0308,9,Medium,Low Stock,Profit
519,Modern Day Fables,47.44,49.81,0.05,0.0376,9,Medium,Low Stock,Profit
520,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,45.8,0.05,0.0475,8,Medium,Low Stock,Profit
521,The Martian (The Martian #1),41.39,39.32,-0.05,0.0113,8,Low,Low Stock,Loss
522,Left Behind (Left Behind #1),40.72,38.68,-0.05,0.0,8,Low,Low Stock,Loss
523,John Vassos: Industrial Design for Modern Life,20.22,24.26,0.2,0.1318,8,High,Low Stock,Profit
524,I'll Give You the Sun,56.48,53.66,-0.05,0.0089,8,Low,Low Stock,Loss
525,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,50.22,-0.05,0.0092,8,Low,Low Stock,Loss
526,Ender's Game (The Ender Quintet #1),43.64,45.82,0.05,0.0404,8,Medium,Low Stock,Profit
527,Death by Leisure: A Cautionary Tale,37.51,39.39,0.05,0.0413,8,Medium,Low Stock,Profit
528,Wildlife of New York: A Five-Borough Coloring Book,22.14,23.25,0.05,0.0254,7,Medium,Low Stock,Profit
529,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,36.46,0.05,0.0367,7,Medium,Low Stock,Profit
530,The Great Gatsby,36.05,37.85,0.05,0.024,7,Medium,Low Stock,Profit
531,The Good Girl,49.03,51.48,0.05,0.0379,7,Medium,Low Stock,Profit
532,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,31.51,-0.05,0.0,7,Low,Low Stock,Loss
533,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,25.08,0.2,0.0531,7,High,Low Stock,Profit
534,Life of Pi,13.22,12.56,-0.05,0.0,7,Low,Low Stock,Loss
535,The Sound Of Love,57.84,60.73,0.05,0.0236,6,Medium,Low Stock,Profit
536,The Perks of Being a Wallflower,55.02,57.77,0.05,0.039,6,Medium,Low Stock,Profit
537,The Makings of a Fatherless Child,31.58,33.16,0.05,0.0417,6,Medium,Low Stock,Profit
538,The Hobbit (Middle-Earth Universe),17.8,18.69,0.05,0.0216,6,Medium,Low Stock,Profit
539,The Fellowship of the Ring (The Lord of the Rings #1),10.27,9.76,-0.05,0.0,6,Low,Low Stock,Loss
540,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,29.07,-0.05,0.0072,6,Low,Low Stock,Loss
541,Musicophilia: Tales of Music and the Brain,46.58,44.25,-0.05,0.0195,6,Low,Low Stock,Loss
542,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,64.42,0.2,0.0739,5,High,Low Stock,Profit
543,The Fault in Our Stars,47.22,56.66,0.2,0.0548,5,High,Low Stock,Profit
544,The Dream Thieves (The Raven Cycle #2),34.5,36.22,0.05,0.021,5,Medium,Low Stock,Profit
545,The 5th Wave (The 5th Wave #1),11.83,11.24,-0.05,0.014,5,Low,Low Stock,Loss
546,Shiver (The Wolves of Mercy Falls #1),16.23,17.04,0.05,0.0422,5,Medium,Low Stock,Profit
547,Remember Me?,11.48,12.05,0.05,0.0223,5,Medium,Low Stock,Profit
548,If I Stay (If I Stay #1),38.13,45.76,0.2,0.0524,5,High,Low Stock,Profit
549,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,38.38,0.05,0.0458,5,Medium,Low Stock,Profit
550,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,24.49,0.05,0.03,5,Medium,Low Stock,Profit
551,Fool Me Once,16.96,20.35,0.2,0.0978,5,High,Low Stock,Profit
552,Drama,38.7,40.64,0.05,0.0357,5,Medium,Low Stock,Profit
553,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,40.96,0.2,0.0596,5,High,Low Stock,Profit
554,Alight (The Generations Trilogy #2),58.59,61.52,0.05,0.0491,5,Medium,Low Stock,Profit
555,Vogue Colors A to Z: A Fashion Coloring Book,52.35,54.97,0.05,0.0336,4,Medium,Low Stock,Profit
556,The Shining (The Shining #1),27.88,29.27,0.05,0.0271,4,Medium,Low Stock,Profit
557,The Hunger Games (The Hunger Games #1),29.85,31.34,0.05,0.0233,4,Medium,Low Stock,Profit
558,Outlander (Outlander #1),19.67,20.65,0.05,0.0237,4,Medium,Low Stock,Profit
559,Mockingjay (The Hunger Games #3),20.44,24.53,0.2,0.0632,4,High,Low Stock,Profit
560,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,13.2,-0.05,0.0051,4,Low,Low Stock,Loss
561,Confessions of a Shopaholic (Shopaholic #1),48.94,46.49,-0.05,0.0177,4,Low,Low Stock,Loss
562,Zero History (Blue Ant #3),34.77,41.72,0.2,0.0554,3,High,Low Stock,Profit
563,World War Z: An Oral History of the Zombie War,21.8,26.16,0.2,0.0975,3,High,Low Stock,Profit
564,Wild: From Lost to Found on the Pacific Crest Trail,46.02,55.22,0.2,0.0575,3,High,Low Stock,Profit
565,"Where'd You Go, Bernadette",18.13,21.76,0.2,0.0663,3,High,Low Stock,Profit
566,Twilight (Twilight #1),41.93,39.83,-0.05,0.0,3,Low,Low Stock,Loss
567,The Paris Wife,36.8,34.96,-0.05,0.0128,3,Low,Low Stock,Loss
568,The Maze Runner (The Maze Runner #1),20.93,19.88,-0.05,0.0,3,Low,Low Stock,Loss
569,The Lover's Dictionary,58.09,55.19,-0.05,0.004,3,Low,Low Stock,Loss
570,The Goldfinch,43.58,41.4,-0.05,0.0121,3,Low,Low Stock,Loss
571,The Giver (The Giver Quartet #1),12.3,12.92,0.05,0.0217,3,Medium,Low Stock,Profit
572,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,23.25,0.05,0.0352,3,Medium,Low Stock,Profit
573,The Demon-Haunted World: Science as a Candle in the Dark,52.25,62.7,0.2,0.0771,3,High,Low Stock,Profit
574,The Book Thief,53.49,50.82,-0.05,0.0143,3,Low,Low Stock,Loss
575,The Autobiography of Malcolm X,23.43,24.6,0.05,0.0238,3,Medium,Low Stock,Profit
576,Shopaholic & Baby (Shopaholic #5),46.45,44.13,-0.05,0.0042,3,Low,Low Stock,Loss
577,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,45.73,0.05,0.0207,3,Medium,Low Stock,Profit
578,Packing for Mars: The Curious Science of Life in the Void,56.68,68.02,0.2,0.1899,3,High,Low Stock,Profit
579,Orange Is the New Black,24.61,25.84,0.05,0.0407,3,Medium,Low Stock,Profit
580,One for the Money (Stephanie Plum #1),32.87,31.23,-0.05,0.0112,3,Low,Low Stock,Loss
581,Morning Star (Red Rising #3),29.4,27.93,-0.05,0.0159,3,Low,Low Stock,Loss
582,Life After Life,26.13,24.82,-0.05,0.0173,3,Low,Low Stock,Loss
583,"Lean In: Women, Work, and the Will to Lead",25.02,30.02,0.2,0.1042,3,High,Low Stock,Profit
584,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,21.12,0.05,0.0282,3,Medium,Low Stock,Profit
585,Gone Girl,37.6,39.48,0.05,0.0207,3,Medium,Low Stock,Profit
586,Fellside,38.62,40.55,0.05,0.0407,3,Medium,Low Stock,Profit
587,Eclipse (Twilight #3),18.74,19.68,0.05,0.0402,3,Medium,Low Stock,Profit
588,Dracula,52.62,55.25,0.05,0.031,3,Medium,Low Stock,Profit
589,Dead Wake: The Last Crossing of the Lusitania,39.24,41.2,0.05,0.021,3,Medium,Low Stock,Profit
590,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,18.7,0.05,0.046,3,Medium,Low Stock,Profit
591,Dark Places,23.9,25.1,0.05,0.0329,3,Medium,Low Stock,Profit
592,Breaking Dawn (Twilight #4),35.28,33.52,-0.05,0.0083,3,Low,Low Stock,Loss
593,Beautiful Creatures (Caster Chronicles #1),21.55,22.63,0.05,0.026,3,Medium,Low Stock,Profit
594,A Visit from the Goon Squad,14.08,13.38,-0.05,0.0,3,Low,Low Stock,Loss
595,The Zombie Room,19.69,20.67,0.05,0.0248,1,Medium,Low Stock,Profit
596,The Name of the Wind (The Kingkiller Chronicle #1),50.59,53.12,0.05,0.0222,1,Medium,Low Stock,Profit
597,Taking Shots (Assassins #1),18.88,17.94,-0.05,0.007,1,Low,Low Stock,Loss
598,Shatter Me (Shatter Me #1),42.4,40.28,-0.05,0.0065,1,Low,Low Stock,Loss
599,Paradise Lost (Paradise #1),24.96,26.21,0.05,0.0294,1,Medium,Low Stock,Profit
600,On the Road (Duluoz Legend),32.36,38.83,0.2,0.0518,1,High,Low Stock,Profit
601,Jane Eyre,38.43,40.35,0.05,0.0273,1,Medium,Low Stock,Profit
602,Frankenstein,38.0,39.9,0.05,0.041,1,Medium,Low Stock,Profit
603,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,41.35,0.1,0.054,19,High,Medium Stock,Profit
604,Join,35.67,39.24,0.1,0.0814,16,High,Medium Stock,Profit
605,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,43.3,0.0,0.0221,15,Medium,Medium Stock,Neutral
606,The Project,10.65,11.72,0.1,0.1019,15,High,Medium Stock,Profit
607,Soft Apocalypse,26.12,28.73,0.1,0.147,15,High,Medium Stock,Profit
608,Sleeping Giants (Themis Files #1),48.74,48.74,0.0,0.0493,11,Medium,Medium Stock,Neutral
609,Arena,21.36,23.5,0.1,0.0596,11,High,Medium Stock,Profit
610,Foundation (Foundation (Publication Order) #1),32.42,34.04,0.05,0.0429,5,Medium,Low Stock,Profit
611,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,13.1,0.2,0.0551,3,High,Low Stock,Profit
612,Ready Player One,19.07,20.02,0.05,0.0425,3,Medium,Low Stock,Profit
613,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,39.91,0.2,0.0502,3,High,Low Stock,Profit
614,Dune (Dune #1),54.86,57.6,0.05,0.038,3,Medium,Low Stock,Profit
615,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,61.78,0.2,0.0702,3,High,Low Stock,Profit
616,Three Wishes (River of Time: California #1),44.18,41.97,-0.05,0.0199,1,Low,Low Stock,Loss
617,The Last Girl (The Dominion Trilogy #1),36.26,38.07,0.05,0.0274,1,Medium,Low Stock,Profit
618,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,33.21,-0.05,0.0169,1,Low,Low Stock,Loss
619,The Book of Basketball: The NBA According to The Sports Guy,44.84,47.08,0.05,0.0353,3,Medium,Low Stock,Profit
620,"Friday Night Lights: A Town, a Team, and a Dream",51.22,53.78,0.05,0.0423,3,Medium,Low Stock,Profit
621,Sugar Rush (Offensive Line #2),24.42,25.64,0.05,0.0397,2,Medium,Low Stock,Profit
622,Settling the Score (The Summer Games #1),44.91,42.66,-0.05,0.0171,1,Low,Low Stock,Loss
623,Icing (Aces Hockey #2),40.44,38.42,-0.05,0.0144,1,Low,Low Stock,Loss
624,The Torch Is Passed: A Harding Family Story,19.09,19.09,0.0,0.0407,16,Medium,Medium Stock,Neutral
625,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,23.89,0.0,0.0346,16,Medium,Medium Stock,Neutral
626,The Art Forger,40.76,40.76,0.0,0.0327,16,Medium,Medium Stock,Neutral
627,On a Midnight Clear,14.07,14.07,0.0,0.0337,16,Medium,Medium Stock,Neutral
628,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,51.2,-0.05,0.0196,16,Low,Medium Stock,Loss
629,"Shobu Samurai, Project Aryoku (#3)",29.06,31.97,0.1,0.0579,15,High,Medium Stock,Profit
630,Modern Romance,28.26,31.09,0.1,0.0606,15,High,Medium Stock,Profit
631,The White Queen (The Cousins' War #1),25.91,28.5,0.1,0.0757,14,High,Medium Stock,Profit
632,The Song of Achilles,37.4,35.53,-0.05,0.0148,14,Low,Medium Stock,Loss
633,The Immortal Life of Henrietta Lacks,40.67,40.67,0.0,0.0248,14,Medium,Medium Stock,Neutral
634,The Dovekeepers,48.78,53.66,0.1,0.0624,14,High,Medium Stock,Profit
635,More Than Music (Chasing the Dream #1),37.61,37.61,0.0,0.039,14,Medium,Medium Stock,Neutral
636,Code Name Verity (Code Name Verity #1),22.13,24.34,0.1,0.0703,14,High,Medium Stock,Profit
637,Cell,20.29,19.28,-0.05,0.0157,14,Low,Medium Stock,Loss
638,Angels Walking (Angels Walking #1),34.2,34.2,0.0,0.0402,14,Medium,Medium Stock,Neutral
639,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,56.48,0.0,0.0213,14,Medium,Medium Stock,Neutral
640,A People's History of the United States,40.79,40.79,0.0,0.0247,14,Medium,Medium Stock,Neutral
641,A Brush of Wings (Angels Walking #3),55.51,55.51,0.0,0.0249,14,Medium,Medium Stock,Neutral
642,Rook,37.86,37.86,0.0,0.0226,13,Medium,Medium Stock,Neutral
643,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,28.82,0.1,0.0797,12,High,Medium Stock,Profit
644,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,59.15,0.0,0.0273,12,Medium,Medium Stock,Neutral
645,The Children,11.88,11.88,0.0,0.0296,12,Medium,Medium Stock,Neutral
646,One with You (Crossfire #5),15.71,14.92,-0.05,0.0159,12,Low,Medium Stock,Loss
647,Without Shame,48.27,45.86,-0.05,0.0154,9,Low,Low Stock,Loss
648,Watchmen,58.05,60.95,0.05,0.0234,9,Medium,Low Stock,Profit
649,A Hero's Curse (The Unseen Chronicles #1),50.49,47.97,-0.05,0.0,9,Low,Low Stock,Loss
650,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,37.58,0.05,0.0298,9,Medium,Low Stock,Profit
651,The Glass Castle,16.24,17.05,0.05,0.0437,7,Medium,Low Stock,Profit
652,The Drowning Girls,35.67,33.89,-0.05,0.0156,7,Low,Low Stock,Loss
653,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,21.13,0.05,0.0276,7,Medium,Low Stock,Profit
654,John Adams,57.43,60.3,0.05,0.025,7,Medium,Low Stock,Profit
655,Good in Bed (Cannie Shapiro #1),37.05,38.9,0.05,0.0223,7,Medium,Low Stock,Profit
656,The Joy of Cooking,43.27,45.43,0.05,0.0212,6,Medium,Low Stock,Profit
657,The Golden Compass (His Dark Materials #1),18.77,19.71,0.05,0.0204,6,Medium,Low Stock,Profit
658,The God Delusion,46.85,49.19,0.05,0.0222,6,Medium,Low Stock,Profit
659,Pride and Prejudice,19.27,20.23,0.05,0.024,6,Medium,Low Stock,Profit
660,Mere Christianity,48.51,46.08,-0.05,0.0153,6,Low,Low Stock,Loss
661,Fun Home: A Family Tragicomic,56.59,59.42,0.05,0.0307,6,Medium,Low Stock,Profit
662,The Raven King (The Raven Cycle #4),30.57,32.1,0.05,0.0274,5,Medium,Low Stock,Profit
663,Find Her (Detective D.D. Warren #8),22.37,21.25,-0.05,0.0176,5,Low,Low Stock,Loss
664,Evicted: Poverty and Profit in the American City,42.27,44.38,0.05,0.0236,5,Medium,Low Stock,Profit
665,A Game of Thrones (A Song of Ice and Fire #1),46.42,48.74,0.05,0.0255,5,Medium,Low Stock,Profit
666,A Clash of Kings (A Song of Ice and Fire #2),10.79,11.33,0.05,0.0231,5,Medium,Low Stock,Profit
667,The Tipping Point: How Little Things Can Make a Big Difference,10.02,10.52,0.05,0.0351,3,Medium,Low Stock,Profit
668,The Rest Is Noise: Listening to the Twentieth Century,34.77,36.51,0.05,0.0204,3,Medium,Low Stock,Profit
669,The Purpose Driven Life: What on Earth Am I Here for?,37.19,44.63,0.2,0.1074,3,High,Low Stock,Profit
670,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,57.36,0.2,0.0524,3,High,Low Stock,Profit
671,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,60.35,0.05,0.0312,3,Medium,Low Stock,Profit
672,"The End of Faith: Religion, Terror, and the Future of Reason",22.13,23.24,0.05,0.026,3,Medium,Low Stock,Profit
673,The Complete Poems,41.32,43.39,0.05,0.0363,3,Medium,Low Stock,Profit
674,The Catcher in the Rye,24.55,23.32,-0.05,0.0067,3,Low,Low Stock,Loss
675,The Case for Christ (Cases for Christianity),47.84,50.23,0.05,0.0368,3,Medium,Low Stock,Profit
676,The Blind Side: Evolution of a Game,53.71,51.02,-0.05,0.0131,3,Low,Low Stock,Loss
677,Seven Days in the Art World,52.33,54.95,0.05,0.0265,3,Medium,Low Stock,Profit
678,Sarah's Key,46.29,48.6,0.05,0.023,3,Medium,Low Stock,Profit
679,Rogue Lawyer (Rogue Lawyer #1),50.11,60.13,0.2,0.061,3,High,Low Stock,Profit
680,Manuscript Found in Accra,34.98,36.73,0.05,0.0261,3,Medium,Low Stock,Profit
681,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,22.34,0.05,0.0264,3,Medium,Low Stock,Profit
682,Cosmos,36.17,43.4,0.2,0.0593,3,High,Low Stock,Profit
683,#GIRLBOSS,50.96,53.51,0.05,0.0308,3,Medium,Low Stock,Profit
684,The Sense of an Ending,31.38,32.95,0.05,0.0231,2,Medium,Low Stock,Profit
685,The Republic,33.78,40.54,0.2,0.0532,1,High,Low Stock,Profit
686,The Odyssey,29.64,31.12,0.05,0.0331,1,Medium,Low Stock,Profit
687,The Light of the Fireflies,54.43,65.32,0.2,0.0603,1,High,Low Stock,Profit
688,The Iliad,16.16,15.35,-0.05,0.0127,1,Low,Low Stock,Loss
689,The Communist Manifesto,14.76,15.5,0.05,0.0212,1,Medium,Low Stock,Profit
690,Lord of the Flies,24.89,26.13,0.05,0.035,1,Medium,Low Stock,Profit
691,Unicorn Tracks,18.78,18.78,0.0,0.034,16,Medium,Medium Stock,Neutral
692,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,25.02,0.0,0.0283,16,Medium,Medium Stock,Neutral
693,Princess Between Worlds (Wide-Awake Princess #5),13.34,12.67,-0.05,0.0083,16,Low,Medium Stock,Loss
694,Masks and Shadows,56.4,56.4,0.0,0.0325,16,Medium,Medium Stock,Neutral
695,Crown of Midnight (Throne of Glass #2),43.29,47.62,0.1,0.0542,16,High,Medium Stock,Profit
696,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,26.69,-0.05,0.0,16,Low,Medium Stock,Loss
697,A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,52.37,0.0,0.0245,16,Medium,Medium Stock,Neutral
698,Throne of Glass (Throne of Glass #1),35.07,35.07,0.0,0.0212,15,Medium,Medium Stock,Neutral
699,The Glittering Court (The Glittering Court #1),44.28,48.71,0.1,0.1486,15,High,Medium Stock,Profit
700,Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,42.98,0.0,0.0337,15,Medium,Medium Stock,Neutral
701,The Star-Touched Queen,46.02,46.02,0.0,0.0247,14,Medium,Medium Stock,Neutral
702,The Hidden Oracle (The Trials of Apollo #1),52.26,49.65,-0.05,0.014,14,Low,Medium Stock,Loss
703,The Bane Chronicles (The Bane Chronicles #1-11),44.73,42.49,-0.05,0.0172,14,Low,Medium Stock,Loss
704,Island of Dragons (Unwanteds #7),29.65,29.65,0.0,0.0405,14,Medium,Medium Stock,Neutral
705,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,35.63,-0.05,0.0068,14,Low,Medium Stock,Loss
706,City of Glass (The Mortal Instruments #3),56.02,61.62,0.1,0.0798,14,High,Medium Stock,Profit
707,Searching for Meaning in Gailana,38.73,38.73,0.0,0.0463,13,Medium,Medium Stock,Neutral
708,The Star-Touched Queen,32.3,30.68,-0.05,0.0194,12,Low,Medium Stock,Loss
709,A Shard of Ice (The Black Symphony Saga #1),56.63,59.46,0.05,0.0248,9,Medium,Low Stock,Profit
710,King's Folly (The Kinsman Chronicles #1),39.61,41.59,0.05,0.0307,7,Medium,Low Stock,Profit
711,Every Heart a Doorway (Every Heart A Doorway #1),12.16,12.77,0.05,0.0488,7,Medium,Low Stock,Profit
712,A Gathering of Shadows (Shades of Magic #2),44.81,42.57,-0.05,0.0132,7,Low,Low Stock,Loss
713,The Raven Boys (The Raven Cycle #1),57.74,69.29,0.2,0.0871,5,High,Low Stock,Profit
714,The False Prince (The Ascendance Trilogy #1),56.0,58.8,0.05,0.022,5,Medium,Low Stock,Profit
715,Tell the Wind and Fire,45.51,47.79,0.05,0.0455,5,Medium,Low Stock,Profit
716,A Feast for Crows (A Song of Ice and Fire #4),17.21,18.07,0.05,0.024,5,Medium,Low Stock,Profit
717,The Demonists (Demonist #1),52.11,54.72,0.05,0.027,4,Medium,Low Stock,Profit
718,The Beast (Black Dagger Brotherhood #14),46.08,43.78,-0.05,0.0122,4,Low,Low Stock,Loss
719,Paper and Fire (The Great Library #2),49.45,51.92,0.05,0.0227,4,Medium,Low Stock,Profit
720,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,33.21,0.05,0.0285,4,Medium,Low Stock,Profit
721,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,51.19,0.05,0.0234,4,Medium,Low Stock,Profit
722,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,15.48,0.05,0.0287,4,Medium,Low Stock,Profit
723,The Rose & the Dagger (The Wrath and the Dawn #2),58.64,61.57,0.05,0.037,3,Medium,Low Stock,Profit
724,Soldier (Talon #3),24.72,23.48,-0.05,0.0069,3,Low,Low Stock,Loss
725,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,52.69,-0.05,0.0184,3,Low,Low Stock,Loss
726,Heir to the Sky,44.07,46.27,0.05,0.0223,3,Medium,Low Stock,Profit
727,Eragon (The Inheritance Cycle #1),43.87,46.06,0.05,0.0203,3,Medium,Low Stock,Profit
728,Darkfever (Fever #1),56.02,53.22,-0.05,0.0048,3,Low,Low Stock,Loss
729,Ash,22.06,23.16,0.05,0.0201,3,Medium,Low Stock,Profit
730,A Storm of Swords (A Song of Ice and Fire #3),31.22,32.78,0.05,0.0234,3,Medium,Low Stock,Profit
731,Vampire Girl (Vampire Girl #1),53.82,56.51,0.05,0.0396,1,Medium,Low Stock,Profit
732,The Silent Twin (Detective Jennifer Knight #3),36.25,34.44,-0.05,0.0166,1,Low,Low Stock,Loss
733,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,27.91,-0.05,0.0,1,Low,Low Stock,Loss
734,Sister Sable (The Mad Queen #1),13.33,12.66,-0.05,0.0,1,Low,Low Stock,Loss
735,Shadow Rites (Jane Yellowrock #10),21.72,22.81,0.05,0.0205,1,Medium,Low Stock,Profit
736,Origins (Alphas 0.5),28.99,30.44,0.05,0.0471,1,Medium,Low Stock,Profit
737,One Second (Seven #7),52.94,50.29,-0.05,0.0197,1,Low,Low Stock,Loss
738,Myriad (Prentor #1),58.75,61.69,0.05,0.0247,1,Medium,Low Stock,Profit
739,Without Borders (Wanderlove #1),45.07,42.82,-0.05,0.0146,16,Low,Medium Stock,Loss
740,The Mistake (Off-Campus #2),43.29,43.29,0.0,0.0248,15,Medium,Medium Stock,Neutral
741,The Matchmaker's Playbook (Wingmen Inc. #1),55.85,55.85,0.0,0.0299,15,Medium,Medium Stock,Neutral
742,The Hook Up (Game On #1),36.29,34.48,-0.05,0.0138,1,Low,Low Stock,Loss
743,Shameless,58.35,55.43,-0.05,0.0032,1,Low,Low Stock,Loss
744,Off Sides (Off #1),39.45,41.42,0.05,0.032,1,Medium,Low Stock,Profit
745,The Requiem Red,22.65,22.65,0.0,0.0376,19,Medium,Medium Stock,Neutral
746,Set Me Free,17.46,17.46,0.0,0.0261,19,Medium,Medium Stock,Neutral
747,The Natural History of Us (The Fine Art of Pretending #2),45.22,45.22,0.0,0.0433,16,Medium,Medium Stock,Neutral
748,Obsidian (Lux #1),14.86,14.86,0.0,0.028,16,Medium,Medium Stock,Neutral
749,Burning,28.81,28.81,0.0,0.0456,16,Medium,Medium Stock,Neutral
750,A Fierce and Subtle Poison,28.13,28.13,0.0,0.0252,16,Medium,Medium Stock,Neutral
751,Scarlett Epstein Hates It Here,43.55,47.9,0.1,0.052,15,High,Medium Stock,Profit
752,"Nightingale, Sing",38.28,36.37,-0.05,0.0,15,Low,Medium Stock,Loss
753,Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,48.56,0.0,0.0242,15,Medium,Medium Stock,Neutral
754,Frostbite (Vampire Academy #2),29.99,32.99,0.1,0.0597,15,High,Medium Stock,Profit
755,Wild Swans,14.36,14.36,0.0,0.0238,14,Medium,Medium Stock,Neutral
756,Until Friday Night (The Field Party #1),46.31,50.94,0.1,0.0885,14,High,Medium Stock,Profit
757,This Is Where It Ends,27.12,27.12,0.0,0.0477,14,Medium,Medium Stock,Neutral
758,The Darkest Lie,35.35,33.58,-0.05,0.0105,14,Low,Medium Stock,Loss
759,My Kind of Crazy,40.36,40.36,0.0,0.0294,14,Medium,Medium Stock,Neutral
760,Don't Get Caught,55.35,55.35,0.0,0.024,14,Medium,Medium Stock,Neutral
761,Catching Jordan (Hundred Oaks),50.83,50.83,0.0,0.0315,14,Medium,Medium Stock,Neutral
762,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,55.23,-0.05,0.0085,14,Low,Medium Stock,Loss
763,The Epidemic (The Program 0.6),14.44,14.44,0.0,0.0404,12,Medium,Medium Stock,Neutral
764,Stars Above (The Lunar Chronicles #4.5),48.05,48.05,0.0,0.0226,12,Medium,Medium Stock,Neutral
765,No Love Allowed (Dodge Cove #1),54.65,54.65,0.0,0.0478,12,Medium,Medium Stock,Neutral
766,"Exit, Pursued by a Bear",51.34,51.34,0.0,0.0378,11,Medium,Medium Stock,Neutral
767,The Alien Club,54.4,51.68,-0.05,0.0056,9,Low,Low Stock,Loss
768,Don't Forget Steven,33.23,34.89,0.05,0.0254,9,Medium,Low Stock,Profit
769,South of Sunshine,28.93,27.48,-0.05,0.0095,8,Low,Low Stock,Loss
770,My Life Next Door (My Life Next Door ),36.39,34.57,-0.05,0.0191,8,Low,Low Stock,Loss
771,Future Shock (Future Shock #1),55.65,66.78,0.2,0.0795,8,High,Low Stock,Profit
772,Nightstruck: A Novel,50.35,52.87,0.05,0.0394,7,Medium,Low Stock,Profit
773,Tell the Wolves I'm Home,50.96,48.41,-0.05,0.0092,6,Low,Low Stock,Loss
774,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,49.68,0.05,0.0287,5,Medium,Low Stock,Profit
775,Where She Went (If I Stay #2),41.73,43.82,0.05,0.0372,5,Medium,Low Stock,Profit
776,Two Summers,14.64,13.91,-0.05,0.0195,5,Low,Low Stock,Loss
777,The Darkest Corners,11.33,10.76,-0.05,0.0171,5,Low,Low Stock,Loss
